review_id,item_id,category,brand,user_id,size_ordered,user_height_cm,user_weight_kg,user_body_type,fit_feedback,review_text,rating,returned,return_reason
REV-000146,JNS-205,Jeans,Dressberry,USR-1187,S,161.1,55.3,Athletic,Small,"Beautiful piece, but sizing is off and it runs tight. Extremely tight around waist with almost no give.",2,1,Fit
REV-000147,ETH-403,Ethnic,W for Woman,USR-7021,XL,158.5,66.4,Pear,Large,"Definitely oversized cut, consider sizing down. Watch out after washing, might shrink slightly.",2,1,Not as pictured
REV-000148,TOP-305,Top,Mango,USR-9609,S,164.9,55.9,Petite,Large,"Runs on the larger side, felt baggy and loose. Tight across the shoulders and chest area. Fits very comfortably around the waist.",4,1,Fit
REV-000149,ETH-409,Ethnic,Taavi,USR-4365,S,168.6,69.3,Athletic,Fit,"Matches the size chart accurately, so comfortable. Length is quite long, might need tailoring. Chest and shoulder seams align nicely.",4,0,None
REV-000150,JNS-205,Jeans,Dressberry,USR-7487,L,168.0,72.3,Regular,Fit,Size L fits like a glove! True to size. Extremely tight around waist with almost no give.,3,1,Quality
REV-000151,JNS-207,Jeans,Mango,USR-1519,S,156.9,51.8,Pear,Fit,"Matches the size chart accurately, so comfortable. Cropped shorter than expected for tall frames. Waist was noticeably smaller than standard sizing.",5,0,None
REV-000152,DRS-106,Dress,Dressberry,USR-7154,L,167.6,71.7,Athletic,Fit,"Absolutely love the fit of size L. Great length, falls just right.",4,0,None
REV-000153,ETH-412,Ethnic,Libas,USR-1056,M,162.4,62.3,Hourglass,Fit,Absolutely love the fit of size M. Fabric has zero stretch and is quite stiff. Fits very comfortably around the waist.,4,0,None
REV-000154,ETH-406,Ethnic,Anouk,USR-1527,S,171.2,61.4,Pear,Large,Ordered my usual size S and it was swimming on me. Fabric has zero stretch and is quite stiff. Way too tight across the bust and chest.,1,1,Fit
REV-000155,TOP-311,Top,Mast & Harbour,USR-4839,L,166.2,62.0,Hourglass,Small,"Beautiful piece, but sizing is off and it runs tight. Waist was noticeably smaller than standard sizing. Great length, falls just right.",3,1,Fit
REV-000156,JNS-208,Jeans,Wrogn,USR-7775,L,161.0,71.0,Pear,Fit,"Matches the size chart accurately, so comfortable. Great length, falls just right.",4,0,None
REV-000157,TOP-310,Top,Roadster,USR-7244,L,168.1,74.3,Pear,Fit,"Matches the size chart accurately, so comfortable. Loose at the bust and chest armholes. Gaped at the waist quite a bit.",5,0,None
REV-000158,DRS-104,Dress,Taavi,USR-8586,L,171.4,68.4,Athletic,Large,Ordered my usual size L and it was swimming on me. Waist is roomy and relaxed. Chest and shoulder seams align nicely.,1,1,Fit
REV-000159,ETH-407,Ethnic,W for Woman,USR-7179,XS,167.1,61.5,Athletic,Small,"I usually wear XS, but this was way too snug. Waist was noticeably smaller than standard sizing.",2,0,None
REV-000160,ETH-411,Ethnic,W for Woman,USR-4113,L,164.7,61.6,Hourglass,Large,"Runs on the larger side, felt baggy and loose. Rigid material with no give whatsoever. Loose at the bust and chest armholes.",1,1,Fit
REV-000161,TOP-309,Top,Mango,USR-6892,M,163.2,67.8,Regular,Fit,Perfect fit right out of the package. Fabric has zero stretch and is quite stiff. Tight across the shoulders and chest area.,5,0,None
REV-000162,DRS-102,Dress,Dressberry,USR-3390,XL,156.9,76.7,Pear,Fit,"Perfect fit right out of the package. Great length, falls just right. Fits very comfortably around the waist.",4,0,None
REV-000163,ETH-410,Ethnic,Anouk,USR-9005,XS,155.7,45.0,Athletic,Fit,"Matches the size chart accurately, so comfortable. Fabric has zero stretch and is quite stiff. Fits very comfortably around the waist.",4,0,None
REV-000164,ETH-406,Ethnic,Anouk,USR-2217,M,170.4,76.1,Hourglass,Small,"I usually wear M, but this was way too snug. Watch out after washing, might shrink slightly. Great length, falls just right.",1,1,Fit
REV-000165,DRS-102,Dress,Dressberry,USR-8993,L,166.7,71.1,Hourglass,Small,"Ordered size L but this definitely runs small. Very constricting waistline. Great length, falls just right.",5,1,Fit
REV-000166,JNS-201,Jeans,Roadster,USR-4948,S,162.4,52.2,Athletic,Small,"Felt very suffocating in size S, recommend sizing up. Very constricting waistline.",1,0,None
REV-000167,ETH-407,Ethnic,W for Woman,USR-5914,XS,163.0,54.8,Regular,Large,"Definitely oversized cut, consider sizing down. Loose at the bust and chest armholes. Great length, falls just right.",2,1,Fit
REV-000168,TOP-313,Top,Taavi,USR-6427,L,169.1,64.8,Regular,Large,"Definitely oversized cut, consider sizing down. Gaped at the waist quite a bit. Watch out after washing, might shrink slightly.",1,0,None
REV-000169,DRS-102,Dress,Dressberry,USR-6152,S,156.9,54.1,Regular,Fit,Size S fits like a glove! True to size. Fits very comfortably around the waist.,4,0,None
REV-000170,JNS-210,Jeans,Dressberry,USR-9856,S,165.3,57.5,Pear,Fit,Perfect fit right out of the package. The fabric has amazing stretch and recovery. Fits very comfortably around the waist.,3,0,None
REV-000171,DRS-102,Dress,Dressberry,USR-6347,M,156.9,59.4,Athletic,Fit,"Matches the size chart accurately, so comfortable.",5,0,None
REV-000172,ETH-413,Ethnic,Taavi,USR-2404,S,164.2,57.3,Athletic,Fit,"Absolutely love the fit of size S. Fabric has zero stretch and is quite stiff. Great length, falls just right.",5,1,Quality
REV-000173,ETH-412,Ethnic,Libas,USR-6896,S,159.3,61.1,Pear,Small,"Ordered size S but this definitely runs small. Extremely tight around waist with almost no give. Length is quite long, might need tailoring.",2,1,Fit
REV-000174,TOP-301,Top,Roadster,USR-7779,XS,152.7,41.6,Athletic,Fit,"Absolutely love the fit of size XS. Too long for my height, dragged on the floor without heels. Super stretchy and forgiving material.",4,0,None
REV-000175,DRS-110,Dress,Dressberry,USR-9079,M,157.6,55.6,Hourglass,Fit,Perfect fit right out of the package. Cropped shorter than expected for tall frames.,3,0,None
REV-000176,DRS-107,Dress,Mast & Harbour,USR-8501,L,164.6,78.1,Hourglass,Fit,"Perfect fit right out of the package. Watch out after washing, might shrink slightly.",4,0,None
REV-000177,JNS-209,Jeans,Mast & Harbour,USR-5922,M,168.3,64.0,Athletic,Fit,Perfect fit right out of the package. Fits very comfortably around the waist.,4,0,None
REV-000178,JNS-209,Jeans,Mast & Harbour,USR-4971,S,162.4,51.1,Pear,Fit,Absolutely love the fit of size S.,5,0,None
REV-000179,ETH-409,Ethnic,Taavi,USR-8563,S,162.4,58.3,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Fits very comfortably around the waist. Length is quite long, might need tailoring.",5,1,Not as pictured
REV-000180,DRS-105,Dress,Mango,USR-7176,S,164.7,54.4,Pear,Fit,"Matches the size chart accurately, so comfortable. Extremely tight around waist with almost no give. Tight across the shoulders and chest area.",5,0,None
REV-000181,ETH-406,Ethnic,Anouk,USR-5067,L,166.0,80.0,Athletic,Small,"Beautiful piece, but sizing is off and it runs tight. Way too tight across the bust and chest. Great length, falls just right.",2,1,Fit
REV-000182,TOP-312,Top,Wrogn,USR-9499,M,161.8,64.7,Athletic,Large,"Runs on the larger side, felt baggy and loose. Loose at the bust and chest armholes. Waist is roomy and relaxed.",2,1,Fit
REV-000183,TOP-303,Top,Dressberry,USR-5840,XS,167.2,60.6,Regular,Fit,Perfect fit right out of the package. Buttons pulled open at the chest. Very constricting waistline.,4,0,None
REV-000184,ETH-410,Ethnic,Anouk,USR-8178,M,164.0,62.5,Athletic,Fit,"Perfect fit right out of the package. Great length, falls just right. Watch out after washing, might shrink slightly.",3,0,None
REV-000185,JNS-210,Jeans,Dressberry,USR-3623,M,163.2,53.9,Athletic,Large,"Definitely oversized cut, consider sizing down. The fabric has amazing stretch and recovery. Plenty of room around the waist.",3,1,Fit
REV-000186,DRS-101,Dress,Mango,USR-7370,M,162.7,66.4,Athletic,Fit,Size M fits like a glove! True to size. Tight across the shoulders and chest area. The waistband dug right into my sides.,3,0,None
REV-000187,ETH-406,Ethnic,Anouk,USR-5298,L,172.4,79.8,Regular,Fit,Size L fits like a glove! True to size. Waist was noticeably smaller than standard sizing. Tight across the shoulders and chest area.,5,0,None
REV-000188,ETH-407,Ethnic,W for Woman,USR-2388,XS,177.1,63.6,Hourglass,Small,"Felt very suffocating in size XS, recommend sizing up. Runs small at bust for anyone with curves. Very constricting waistline.",2,1,Fit
REV-000189,TOP-308,Top,Dressberry,USR-3733,M,168.4,67.8,Pear,Fit,"Size M fits like a glove! True to size. Watch out after washing, might shrink slightly. Chest and shoulder seams align nicely.",5,0,None
REV-000190,TOP-303,Top,Dressberry,USR-9056,S,177.4,63.3,Athletic,Fit,Absolutely love the fit of size S. Cropped shorter than expected for tall frames. Waist was noticeably smaller than standard sizing.,5,0,None
REV-000191,TOP-313,Top,Taavi,USR-8492,S,156.8,51.4,Athletic,Fit,Perfect fit right out of the package. Rigid material with no give whatsoever.,3,0,None
REV-000192,DRS-107,Dress,Mast & Harbour,USR-7965,S,148.1,46.5,Petite,Fit,Perfect fit right out of the package. Fits very comfortably around the waist. Fabric has zero stretch and is quite stiff.,2,0,None
REV-000193,ETH-409,Ethnic,Taavi,USR-6744,M,157.3,58.8,Athletic,Fit,"Size M fits like a glove! True to size. A bit longer than pictured on the model. Watch out after washing, might shrink slightly.",5,0,None
REV-000194,JNS-207,Jeans,Mango,USR-5794,XL,164.8,82.4,Athletic,Fit,Absolutely love the fit of size XL. A little too short on me. Very constricting waistline.,5,0,None
REV-000195,JNS-204,Jeans,HRX,USR-3174,S,169.0,60.0,Hourglass,Fit,"Absolutely love the fit of size S. Super stretchy and forgiving material. Great length, falls just right.",4,0,None
REV-000196,ETH-404,Ethnic,Taavi,USR-2237,M,156.4,61.3,Regular,Fit,Perfect fit right out of the package. Fabric has zero stretch and is quite stiff. Waist is roomy and relaxed.,5,0,None
REV-000197,ETH-404,Ethnic,Taavi,USR-8511,XL,153.5,71.1,Petite,Small,"I usually wear XL, but this was way too snug. Watch out after washing, might shrink slightly. Waist was noticeably smaller than standard sizing.",2,1,Fit
REV-000198,JNS-210,Jeans,Dressberry,USR-8951,S,170.5,62.3,Regular,Small,"I usually wear S, but this was way too snug. Extremely tight around waist with almost no give. Super stretchy and forgiving material.",1,1,Fit
REV-000199,DRS-111,Dress,Anouk,USR-5945,XL,150.9,64.5,Regular,Fit,Absolutely love the fit of size XL. Fits very comfortably around the waist. A bit longer than pictured on the model.,3,0,None
REV-000200,ETH-409,Ethnic,Taavi,USR-2494,L,161.7,73.0,Hourglass,Small,Ordered size L but this definitely runs small. A bit longer than pictured on the model. Runs small at bust for anyone with curves.,2,1,Fit
REV-000201,TOP-301,Top,Roadster,USR-4751,S,151.7,48.1,Hourglass,Small,"I usually wear S, but this was way too snug. Way too tight across the bust and chest. Love the comfortable stretch in this fabric.",2,1,Fit
REV-000202,JNS-211,Jeans,Roadster,USR-8210,M,162.5,61.8,Athletic,Fit,Absolutely love the fit of size M. Gaped at the waist quite a bit. A little too short on me.,5,0,None
REV-000203,JNS-211,Jeans,Roadster,USR-7291,L,159.4,65.0,Regular,Fit,Perfect fit right out of the package. A little too short on me. Plenty of room around the waist.,3,0,None
REV-000204,ETH-402,Ethnic,Anouk,USR-9482,S,155.2,54.6,Petite,Fit,"Matches the size chart accurately, so comfortable. Watch out after washing, might shrink slightly. Buttons pulled open at the chest.",5,1,Not as pictured
REV-000205,DRS-101,Dress,Mango,USR-9655,L,163.3,67.1,Regular,Fit,Perfect fit right out of the package. The waistband dug right into my sides. Runs small at bust for anyone with curves.,5,0,None
REV-000206,DRS-101,Dress,Mango,USR-2106,XS,167.3,53.0,Pear,Small,"Felt very suffocating in size XS, recommend sizing up. Great length, falls just right. Very constricting waistline.",2,0,None
REV-000207,DRS-106,Dress,Dressberry,USR-5546,L,152.1,64.9,Pear,Fit,"Matches the size chart accurately, so comfortable. A bit longer than pictured on the model.",4,0,None
REV-000208,ETH-408,Ethnic,Libas,USR-6081,M,164.8,55.3,Pear,Large,Ordered my usual size M and it was swimming on me. Plenty of room around the waist. Fabric has zero stretch and is quite stiff.,1,1,Quality
REV-000209,JNS-211,Jeans,Roadster,USR-9133,M,173.0,70.8,Petite,Fit,Perfect fit right out of the package. Plenty of room around the waist. A little too short on me.,3,0,None
REV-000210,JNS-206,Jeans,Mast & Harbour,USR-8034,M,170.5,68.2,Petite,Large,"Ordered my usual size M and it was swimming on me. Too long for my height, dragged on the floor without heels. Plenty of room around the waist.",2,1,Fit
REV-000211,ETH-413,Ethnic,Taavi,USR-5179,XL,176.5,93.1,Hourglass,Fit,Size XL fits like a glove! True to size. A little too short on me. Rigid material with no give whatsoever.,4,0,None
REV-000212,DRS-112,Dress,Mast & Harbour,USR-3458,XL,160.8,69.5,Regular,Fit,"Matches the size chart accurately, so comfortable. Buttons pulled open at the chest. Fits very comfortably around the waist.",5,0,None
REV-000213,TOP-313,Top,Taavi,USR-2276,L,166.9,79.1,Pear,Large,"Definitely oversized cut, consider sizing down. Fabric has zero stretch and is quite stiff. Great length, falls just right.",5,1,Fit
REV-000214,JNS-212,Jeans,Mango,USR-1130,L,155.9,62.8,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Too long for my height, dragged on the floor without heels.",4,0,None
REV-000215,DRS-101,Dress,Mango,USR-3466,XS,169.7,47.6,Regular,Fit,Size XS fits like a glove! True to size. Way too tight across the bust and chest. Waist was noticeably smaller than standard sizing.,5,0,None
REV-000216,JNS-202,Jeans,Mango,USR-2703,XS,154.5,40.0,Petite,Fit,"Size XS fits like a glove! True to size. Too long for my height, dragged on the floor without heels. Watch out after washing, might shrink slightly.",5,1,Fit
REV-000217,ETH-411,Ethnic,W for Woman,USR-8511,M,160.7,66.9,Hourglass,Small,"Ordered size M but this definitely runs small. Rigid material with no give whatsoever. Great length, falls just right.",1,0,None
REV-000218,JNS-209,Jeans,Mast & Harbour,USR-6345,M,172.7,70.0,Pear,Large,"Ordered my usual size M and it was swimming on me. Waist is roomy and relaxed. Great length, falls just right.",1,1,Fit
REV-000219,TOP-305,Top,Mango,USR-4401,XS,173.6,54.1,Pear,Small,Ordered size XS but this definitely runs small. Waist was noticeably smaller than standard sizing. Buttons pulled open at the chest.,3,1,Fit
REV-000220,TOP-309,Top,Mango,USR-7492,M,150.9,52.4,Hourglass,Fit,"Matches the size chart accurately, so comfortable. Buttons pulled open at the chest. Rigid material with no give whatsoever.",5,0,None
REV-000221,DRS-101,Dress,Mango,USR-2989,M,165.1,62.9,Hourglass,Fit,"Size M fits like a glove! True to size. Waist was noticeably smaller than standard sizing. Great length, falls just right.",4,0,None
REV-000222,DRS-109,Dress,Roadster,USR-8265,L,148.4,50.4,Hourglass,Large,"Definitely oversized cut, consider sizing down. Super stretchy and forgiving material. Too long for my height, dragged on the floor without heels.",1,1,Quality
REV-000223,JNS-211,Jeans,Roadster,USR-3831,L,153.6,60.8,Pear,Fit,"Absolutely love the fit of size L. Length is quite long, might need tailoring. Plenty of room around the waist.",2,0,None
REV-000224,DRS-104,Dress,Taavi,USR-8848,S,165.0,53.4,Hourglass,Fit,Absolutely love the fit of size S. A bit longer than pictured on the model. Fabric has zero stretch and is quite stiff.,5,0,None
REV-000225,TOP-311,Top,Mast & Harbour,USR-8859,XS,159.0,48.5,Regular,Fit,Size XS fits like a glove! True to size. Buttons pulled open at the chest. Fits very comfortably around the waist.,4,0,None
REV-000226,TOP-310,Top,Roadster,USR-8728,L,162.1,70.5,Pear,Fit,Absolutely love the fit of size L. Length was somewhat brief. Waist is roomy and relaxed.,4,0,None
REV-000227,TOP-313,Top,Taavi,USR-4594,M,155.8,61.0,Regular,Fit,Absolutely love the fit of size M. A bit longer than pictured on the model. Fits very comfortably around the waist.,5,0,None
REV-000228,TOP-313,Top,Taavi,USR-6761,S,158.9,51.0,Athletic,Fit,"Matches the size chart accurately, so comfortable. Chest and shoulder seams align nicely. Fabric has zero stretch and is quite stiff.",5,0,None
REV-000229,TOP-310,Top,Roadster,USR-1326,XS,161.8,50.4,Petite,Fit,Absolutely love the fit of size XS. Waist is roomy and relaxed. A little too short on me.,4,0,None
